207,89,37,42
207,88,37,42
208,87,37,42
208,87,37,42
209,86,37,42
209,86,37,42
210,85,37,42
210,85,37,42
211,84,37,42
211,84,37,42
212,83,37,42
212,83,37,42
213,82,37,42
213,82,37,42
214,81,37,42
215,81,37,42
216,79,37,42
217,78,37,42
218,76,37,42
219,75,37,42
220,74,37,42
220,75,37,42
221,77,37,42
222,79,37,42
223,81,37,42
224,83,37,42
225,82,37,42
227,82,37,42
228,81,37,42
230,81,37,42
232,81,37,42
232,82,37,42
233,83,37,42
233,84,37,42
234,85,37,42
235,86,37,42
237,87,37,42
239,89,37,42
241,90,37,42
243,92,37,42
245,94,37,42
245,93,37,42
245,92,37,42
246,92,37,42
246,91,37,42
247,91,37,42
246,90,37,42
246,89,37,42
246,88,37,42
246,87,37,42
246,87,37,42
244,89,37,42
243,91,37,42
242,93,37,42
241,95,37,42
240,97,37,42
237,96,37,42
234,95,37,42
232,94,37,42
229,93,37,42
227,92,37,42
224,91,37,42
222,91,37,42
220,91,37,42
218,91,37,42
216,91,37,42
211,89,37,42
206,87,37,42
201,86,37,42
196,84,37,42
192,83,37,42
187,80,37,42
183,78,37,42
179,76,37,42
175,74,37,42
171,72,37,42
168,71,37,42
165,71,37,42
162,70,37,42
159,70,37,42
157,70,37,42
151,69,37,42
146,68,37,42
141,67,37,42
136,66,37,42
131,66,37,42
125,64,37,42
120,63,37,42
115,62,37,42
110,61,37,42
105,60,37,42
101,60,37,42
97,61,37,42
93,62,37,42
89,63,37,42
85,64,37,42
82,63,37,42
79,62,37,42
76,61,37,42
73,60,37,42
71,60,37,42
69,58,37,42
67,56,38,42
65,54,38,42
63,52,39,42
61,50,40,42
0,0,0,0
0,0,0,0
