304,101,35,40
304,100,35,40
304,100,35,40
304,100,35,40
305,100,35,40
305,100,35,40
305,100,35,40
306,100,35,40
306,100,35,40
306,100,35,40
307,100,35,40
307,98,35,40
307,96,35,40
307,95,35,40
307,93,35,40
308,92,35,40
308,92,35,40
308,92,35,40
308,92,35,40
308,92,35,40
308,92,35,40
306,92,35,40
304,92,35,40
302,92,35,40
300,92,35,40
299,93,35,40
298,95,35,40
297,97,35,40
296,99,35,40
295,101,35,40
294,104,35,40
295,102,35,40
296,101,35,40
298,100,35,40
299,99,35,40
301,98,35,40
303,97,35,40
305,97,35,40
307,97,35,40
309,97,35,40
311,97,35,40
313,94,35,40
316,91,35,40
319,89,35,40
322,86,35,40
325,84,35,40
328,83,35,40
331,82,35,40
334,81,35,40
337,80,35,40
341,79,35,40
342,79,35,40
344,79,35,40
345,79,35,40
347,79,35,40
349,80,35,40
352,78,35,40
355,77,35,40
358,75,35,40
361,74,35,40
365,73,35,40
364,71,35,40
363,70,35,40
363,69,35,40
362,68,35,40
362,67,35,40
361,66,35,41
360,66,35,41
360,66,35,41
359,66,35,41
359,66,35,41
358,66,35,41
357,66,35,41
356,66,35,41
355,66,35,41
354,66,35,41
348,66,35,41
342,67,35,41
336,67,35,41
330,68,35,41
325,69,35,41
319,67,35,41
313,66,35,41
307,64,35,41
301,63,35,41
296,62,35,41
289,60,35,41
282,59,35,41
275,58,35,41
268,57,35,41
262,56,35,41
255,56,36,41
249,57,37,41
242,58,38,41
236,59,39,41
230,60,40,41
225,59,40,41
221,58,40,41
217,58,40,41
213,57,40,41
209,57,40,41
206,55,40,41
203,54,40,41
201,53,40,41
198,52,40,41
196,51,40,41
0,0,0,0
0,0,0,0
