256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
256,138,132,58
256,138,133,58
256,138,133,58
256,138,133,58
255,138,133,58
255,138,133,58
255,138,133,58
255,138,133,58
255,138,133,58
255,138,133,58
255,138,133,58
255,139,133,58
255,139,133,58
255,139,133,58
254,139,133,58
254,139,133,58
254,139,133,58
254,139,133,58
254,140,133,58
254,140,133,58
254,140,133,58
254,140,133,58
254,140,133,58
254,140,133,58
253,140,133,58
253,140,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,142,133,58
253,141,133,58
253,141,133,58
252,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
252,141,133,58
253,141,133,58
253,141,133,58
253,141,133,58
254,140,133,58
255,140,133,58
256,140,133,58
257,140,133,58
258,140,133,58
0,0,0,0
0,0,0,0
