304,101,35,40
302,100,35,40
302,100,35,40
302,99,35,40
303,100,35,40
303,100,35,40
303,99,35,40
304,99,35,40
304,99,35,40
305,98,35,40
305,98,35,40
306,98,35,40
308,96,35,40
310,95,35,40
310,93,35,40
311,93,35,40
312,93,35,40
313,94,35,40
314,93,35,40
315,93,35,40
314,93,35,40
315,94,35,40
316,94,35,40
316,94,35,40
315,94,35,40
313,95,35,40
311,95,35,40
310,95,35,40
308,96,35,40
306,98,35,40
305,98,35,40
303,98,35,40
300,99,35,40
300,98,35,40
300,97,35,40
299,96,35,40
300,95,35,40
302,95,35,40
304,94,35,40
307,95,35,40
308,95,35,40
308,95,35,40
308,96,35,40
309,97,35,40
309,98,35,40
310,99,35,40
312,100,35,40
315,99,35,40
319,98,35,40
321,97,35,40
323,97,35,40
326,96,35,40
328,95,35,40
330,95,35,40
334,95,35,40
343,97,35,40
347,98,35,40
351,99,35,40
355,100,35,40
358,101,35,40
362,100,35,40
363,99,35,40
365,98,35,40
366,97,35,40
368,96,35,40
367,95,35,40
366,94,35,40
367,92,35,40
369,90,35,40
367,90,35,40
365,90,35,40
365,89,35,40
362,87,35,40
359,84,35,40
358,82,35,40
356,79,35,40
360,79,35,40
360,77,35,40
357,77,35,40
352,77,35,40
349,79,35,40
345,82,35,40
340,82,35,40
335,82,35,40
328,84,35,40
322,84,35,40
317,84,35,40
312,85,35,40
306,85,35,40
297,84,35,40
294,81,35,40
289,82,35,40
285,78,35,40
277,75,35,40
269,72,35,40
261,70,35,40
255,70,35,40
247,69,35,40
242,69,35,40
239,71,35,40
236,72,35,40
232,72,35,40
226,71,35,40
220,71,35,40
216,71,35,40
213,71,35,40
208,73,35,40
202,76,35,40
