256,138,133,58
255,138,133,58
254,139,133,58
254,138,133,58
254,139,133,58
253,139,133,58
251,139,133,58
250,139,133,58
250,140,133,58
249,140,133,58
248,140,133,58
248,140,133,58
248,140,133,58
247,141,133,58
245,139,133,58
245,139,133,58
246,139,133,58
245,138,133,58
245,138,133,58
244,137,133,58
243,138,133,58
241,139,133,58
241,139,133,58
240,139,133,58
239,139,133,58
237,139,133,58
235,139,133,58
234,140,133,58
234,139,133,58
233,140,133,58
233,140,133,58
232,141,133,58
232,140,133,58
230,140,133,58
229,141,133,58
229,141,133,58
229,141,133,58
231,140,133,58
230,141,133,58
230,140,133,58
230,139,133,58
230,139,133,58
230,138,133,58
231,138,133,58
232,138,133,58
232,139,133,58
231,140,133,58
232,140,133,58
231,140,133,58
231,139,133,58
229,140,133,58
229,140,133,58
229,139,133,58
228,139,133,58
229,138,133,58
228,137,133,58
226,137,133,58
226,137,133,58
228,138,133,58
227,139,133,58
228,138,133,58
228,138,133,58
229,139,133,58
231,140,133,58
233,141,133,58
232,141,133,58
231,140,133,58
230,140,133,58
231,140,133,58
232,142,133,58
235,146,133,58
236,147,133,58
238,149,133,58
238,149,133,58
240,151,133,58
240,152,133,58
241,152,133,58
241,152,133,58
240,153,133,58
241,152,133,58
239,151,133,58
238,153,133,58
240,153,133,58
242,152,133,58
243,151,133,58
248,151,133,58
248,151,133,58
249,151,133,58
252,150,133,58
257,151,133,58
258,154,133,58
260,154,133,58
258,154,133,58
258,155,133,58
261,157,133,58
260,156,133,58
261,156,133,58
273,155,133,58
281,153,133,58
287,152,133,58
292,150,133,58
295,150,133,58
295,150,133,58
294,149,133,58
293,149,133,58
293,148,133,58
293,148,133,58
292,149,133,58
