317,157,31,62
316,157,31,62
317,156,31,62
317,157,31,62
317,157,31,62
316,157,31,62
316,157,31,62
316,157,31,62
316,158,31,62
315,158,31,62
315,157,31,62
314,157,31,62
315,157,31,62
314,156,31,62
314,157,31,62
313,157,31,62
312,157,31,62
311,157,31,62
308,158,31,62
305,161,31,62
304,162,31,62
302,165,31,62
300,166,31,62
296,165,31,62
292,162,31,62
287,161,31,62
286,163,31,62
283,166,31,62
278,168,31,62
272,171,31,62
268,174,31,62
263,175,31,62
260,176,31,62
258,176,31,62
255,177,31,62
254,176,31,62
253,175,31,62
251,175,31,62
251,175,31,62
251,175,31,62
253,175,31,62
254,174,31,62
256,173,31,62
259,174,31,62
261,174,31,62
263,178,31,62
266,178,31,62
268,179,31,62
269,180,31,62
270,180,31,62
272,180,31,62
274,179,31,62
276,178,31,62
278,178,31,62
279,180,31,62
280,181,31,62
281,182,31,62
283,183,31,62
283,185,31,62
284,187,31,62
284,187,31,62
283,185,31,62
284,184,31,62
284,184,31,62
285,184,31,62
286,185,31,62
285,187,31,62
284,187,31,62
284,188,31,62
283,190,31,62
284,191,31,62
281,193,31,62
279,195,31,62
285,197,31,62
285,198,31,62
290,196,31,62
293,193,31,62
297,192,31,62
301,191,31,62
303,192,31,62
305,194,31,62
306,195,31,62
307,195,31,62
309,196,31,62
310,196,31,62
311,196,31,62
311,196,31,62
311,196,31,62
312,196,31,62
311,196,31,62
310,196,31,62
310,194,31,62
309,194,31,62
310,193,31,62
310,193,31,62
309,194,31,62
307,194,31,62
306,194,31,62
307,196,31,62
308,197,31,62
306,197,31,62
305,198,31,62
300,198,31,62
294,197,31,62
291,199,31,62
289,199,31,62
286,198,31,62
283,198,31,62
