399,172,44,59
399,172,44,59
400,171,44,59
400,171,44,59
400,172,44,59
398,171,44,59
396,170,44,59
394,169,44,59
392,167,44,59
392,167,44,59
392,168,44,59
392,168,44,59
391,170,44,59
390,170,44,59
390,170,44,59
391,169,44,59
391,170,44,59
390,170,44,59
389,170,44,59
387,169,44,59
386,168,44,59
385,167,44,59
383,167,44,59
382,167,44,59
381,168,44,59
381,169,44,59
379,170,44,59
377,171,44,59
375,171,44,59
374,170,44,59
373,170,44,59
374,169,44,59
374,169,44,59
373,169,44,59
372,169,44,59
372,169,44,59
374,170,44,59
375,169,44,59
375,170,44,59
376,170,44,59
374,169,44,59
374,168,44,59
372,169,44,59
371,169,44,59
369,169,44,59
368,169,44,59
367,168,44,59
364,168,44,59
364,170,44,59
363,170,44,59
363,171,44,59
364,171,44,59
364,169,44,59
366,166,44,59
367,163,44,59
370,161,44,59
371,160,44,59
374,160,44,59
377,160,44,59
380,160,44,59
384,159,44,59
387,159,44,59
389,158,44,59
391,158,44,59
395,157,44,59
400,156,44,59
404,156,44,59
408,157,44,59
412,159,44,59
416,159,44,59
420,160,44,59
424,160,44,59
427,161,44,59
429,161,44,59
430,161,44,59
430,163,44,59
430,165,44,59
431,164,44,59
430,163,44,59
429,163,44,59
428,163,44,59
428,164,44,59
428,164,44,59
427,164,44,59
425,164,44,59
424,164,44,59
422,164,44,59
419,163,44,59
420,164,44,59
419,162,44,59
417,162,44,59
416,162,44,59
416,162,44,59
416,163,44,59
414,166,44,59
413,169,44,59
414,172,44,59
413,178,44,59
413,182,44,59
414,185,44,59
414,186,44,59
415,185,44,59
414,184,44,59
413,183,44,59
413,182,44,59
412,181,44,59
411,181,44,59
411,183,44,59
